ENGINESIZE,CYLINDERS,FUELCONSUMPTION_COMB,CO2EMISSIONS
4.3,6,17.1,284
5.3,8,12.7,298
5.3,8,17.1,284
5.3,8,13.1,307
5.3,8,13.9,327
6.2,8,14.1,330
4.3,6,12.5,294
4.3,6,18,294
5.3,8,13.1,307
5.3,8,17.9,317
5.3,8,13,303
2.4,4,9.4,221
2.4,4,9.4,221
2.4,4,13.6,223
3.6,6,12.1,285
2.4,4,10.1,237
3.6,6,13,304
5.3,8,13,305
5.3,8,13,305
5.3,8,17.1,284
5.3,8,13.2,310
5.3,8,13.2,310
5.3,8,18,299
6.2,8,14.1,330
5.3,8,13,305
5.3,8,13,305
5.3,8,17.1,284
5.3,8,13.3,312
5.3,8,13.3,312
5.3,8,19.1,317
6.2,8,14.2,333
2.4,4,8.2,190
2.4,4,9,210
3.5,6,9.6,225
3.5,6,10.9,254
2.4,4,7.8,180
3.5,6,9.5,223
2,4,5,114
1.5,4,6.8,158
1.5,4,6.8,159
2,4,7,163
2,4,7.4,173
1.5,4,6.6,153
2,4,7,163
2,4,7.4,172
1.5,4,6.9,162
1.5,4,7.3,170
1.5,4,7.3,170
1.5,4,7.2,167
1.5,4,7.2,167
1.5,4,7.8,181
1.5,4,8,188
1.5,4,6.5,154
1.5,4,7,164
1.5,4,7.4,174
1.8,4,7.7,180
1.8,4,7.7,180
1.8,4,8.4,195
1.8,4,8.2,194
1.8,4,8.2,194
3.5,6,10.7,251
3.5,6,10.8,254
3.5,6,11.3,266
3.5,6,11,256
3.5,6,11.3,264
1.6,4,7.9,182
1.6,4,7.8,184
2,4,7.4,174
2,4,8,187
2,4,8.7,206
2,4,8.7,204
1.6,4,4.4,103
1.6,4,4.1,96
3.3,6,11.3,265
3.3,6,11.5,269
2.4,4,10,235
2,4,11.2,264
2.4,4,10.7,253
3.3,6,12.5,295
2,4,9.2,216
2.4,4,8.2,194
2.4,4,8.7,207
2,4,6,143
2,4,5.7,137
1.6,4,9.3,221
2,4,9,213
2,4,10.2,241
1.6,4,7.6,180
1.6,4,8,188
1.6,4,8.2,193
1.6,4,8.4,200
2,4,9.6,226
3,6,10.9,256
3,6,10.9,257
3.5,6,8.5,200
2,4,10,233
3,6,10.8,253
3,6,11,259
3.7,6,11.7,274
5.6,8,12.8,300
3.5,6,7.8,184
2,4,8.5,200
2,4,9.4,221
3.7,6,11.9,280
3.5,6,10.5,246
3.5,6,10.9,257
2.5,4,9.1,214
3.7,6,12.8,301
5.6,8,15.1,355
3,6,11.8,277
3,6,10.4,242
3,6,12.6,296
3,6,10.4,242
3,6,12.6,296
5,8,13.3,311
5,8,13.3,311
3,6,10.8,253
3,6,12.9,302
3,6,11.3,265
3,6,10.8,253
3,6,12.9,302
3,6,11.3,265
2,4,6.9,186
3,6,10.2,238
2,4,6.9,186
3,6,10.4,243
3,6,11.8,276
3,6,11.9,280
5,8,13.3,313
5,8,13.3,313
2.4,4,9.6,225
3.2,6,10,234
2.4,4,10,235
3.2,6,10.3,241
2.4,4,10.2,240
3.2,6,11.1,259
2.4,4,10.9,256
3.2,6,11.6,269
2,4,10,235
2,4,9.3,216
2.4,4,10.1,238
2.4,4,9.3,219
2.4,4,10.6,249
2.4,4,11.1,259
2.4,4,9.8,230
3.6,6,11.3,265
5.7,8,14,328
6.4,8,15.7,368
2.4,4,9.3,218
2.4,4,9,211
2.4,4,9.5,222
2.4,4,9.4,221
2,4,10,235
2,4,9.3,216
2.4,4,10.1,238
2.4,4,9.3,219
2.4,4,10.6,249
2.4,4,11.1,259
2.4,4,9.8,230
1.4,4,8.9,209
2.4,4,9.5,222
2.4,4,12.5,206
1.4,4,8.9,211
2.4,4,9.8,230
3.6,6,12.8,299
3.6,6,12.8,298
3.6,6,13.4,313
3.6,6,13.3,312
3.3,6,10.2,237
2,4,7.2,170
2,4,8.3,198
2,4,8.3,195
1.6,4,8.7,207
2,4,8.3,197
2,4,8.7,204
1.6,4,8.6,204
1.6,4,9.2,216
2,4,8.6,203
2,4,8.8,209
3.8,6,11.8,279
5,8,13.3,317
1.6,4,4.8,114
1.6,4,4.7,110
1.6,4,5.4,129
2.4,4,8.4,198
2.4,4,8,190
2,4,9.4,224
2,4,5.6,132
1.6,4,7.8,181
1.6,4,7.8,181
2,4,8.9,210
3.3,6,11.6,275
3.3,6,11.4,269
3.3,6,12.5,296
2.4,4,9.9,234
2,4,11,259
2.4,4,10.5,246
3.3,6,12.2,289
3.3,6,11.4,270
1.6,4,8.7,205
1.6,4,8.8,208
2,4,8.7,206
1.6,4,8.5,199
2.4,4,9.3,220
2,4,11.1,263
2.4,4,10.5,247
6.5,12,17.9,428
6.5,12,19.7,461
6.5,12,18.7,438
6.5,12,19.7,461
5.2,10,14.2,331
5.2,10,14.6,340
2,4,10.7,252
2,4,9.8,231
2,4,10.4,243
1.8,4,5.7,132
2.5,4,5.9,139
3.5,6,9.7,226
3.5,6,11,257
3.5,6,7.5,176
5,8,12.5,293
4.6,8,14.6,341
2,4,9.1,214
3.5,6,11,258
3.5,6,11,258
4.6,8,12.9,303
4.6,8,12.9,303
5.7,8,15.8,372
2,4,9.7,226
2,4,9.9,232
2.5,4,7.5,176
3.5,6,11,258
3.5,6,11,258
5,8,12.6,289
3.5,6,10.8,252
3.5,6,7.9,185
2.7,6,12,281
3,6,12.3,288
3.7,6,12.2,287
2,4,10.9,256
2,4,10.8,254
2.3,4,11.4,268
3.5,6,13.7,321
3.7,6,12.7,298
2.7,6,12.1,284
3.7,6,12.5,293
2,4,9.8,230
3,6,11.2,264
2,4,10.2,239
3,6,11.8,278
2,4,5.9,139
3.5,6,14.2,333
3.5,6,14.5,339
3,6,12.4,286
3,6,12.4,293
3,6,12.6,295
4.7,8,15.1,355
4.7,8,15.2,358
3,6,14.7,340
3,6,14.7,346
3.8,8,13.8,321
3,6,13.1,300
3,6,13.1,301
2,4,7.6,179
2,4,8.2,192
2,4,8.5,199
2.5,4,8.6,204
2.5,4,9.2,221
2.5,4,9.6,225
2.5,4,10.4,242
2,4,7.5,176
2,4,7.5,175
2,4,7.5,175
2.5,4,7.8,182
2.5,4,7.6,176
2.5,4,8.2,194
2,4,7.5,174
2,4,7.6,178
2.5,4,7.8,183
2.5,4,7.8,181
2.5,4,8.4,198
2.5,4,9.6,226
2.5,4,9.8,230
2.5,4,8,187
2.5,4,7.9,186
2.5,4,8.4,196
2,4,8,187
2,4,8.1,190
4,8,11.7,273
4,8,12.2,291
4,8,12.1,285
4,8,11.7,273
4,8,12.2,291
4,8,12.1,285
2,4,9.3,221
5.5,8,13.1,308
5.5,8,18.5,413
6,12,20.3,467
2,4,10,233
3,6,14.6,353
3,6,12,281
3,6,12,281
5.5,8,15.6,363
5.5,8,15.2,363
5.5,8,16.3,369
4,8,12.8,303
4,8,12.8,303
5.5,8,13.2,313
5.5,8,13.8,322
5.5,8,13,305
6,12,14.6,349
6,12,14.3,348
6,12,15.5,365
5.5,8,12.4,298
6,12,14.5,340
3,6,10.1,234
2,4,8.3,179
2,4,9,212
2,4,9.5,222
2,4,9.3,218
2,4,8.1,190
4.7,8,11.7,275
2,4,9.5,246
3,6,10.4,245
3,6,11,259
3,6,10,233
3,6,10.2,239
4.7,8,11.7,275
4.7,8,11.4,268
4,8,17.9,401
2,4,9.1,212
2,4,12,128
2,4,10,233
3,6,11.7,276
4.7,8,13.5,318
3,6,13,306
4.7,8,15,347
6,12,15,359
2,4,10.2,240
2,4,10.5,248
3,6,10.8,253
4.7,8,12,280
4.7,8,12,280
4.7,8,11.8,276
4.7,8,11.9,278
6,12,14.5,350
3,6,10.1,237
4.7,8,11.7,275
2,4,8.5,200
1.5,3,7.9,184
1.5,3,7.5,175
1.5,3,7.9,184
1.5,3,7.5,175
1.5,3,8.4,197
1.5,3,8.4,197
1.5,3,9.1,213
1.5,3,9.1,214
1.5,3,7.9,184
1.5,3,7.5,175
1.5,3,8.4,197
1.5,3,8.4,197
1.5,3,9.2,215
1.5,3,9.1,214
2,4,8.3,196
2,4,8.9,210
2,4,8.3,196
2,4,8.9,210
2,4,8.7,205
2,4,9.4,220
2,4,9,210
2,4,9.7,227
2,4,8.4,196
2,4,8.9,210
2,4,9.1,213
2,4,9.7,227
2,4,8.3,196
2,4,8.9,210
2,4,9,210
2,4,9.7,227
2,4,8.4,196
2,4,9.4,220
2,4,7.9,183
2,4,8.5,200
2.4,4,8.9,206
2.4,4,9.3,218
2.4,4,9.2,212
2,4,8.4,194
2,4,8.7,205
1.2,3,6,141
1.2,3,6.5,150
1.2,3,6.4,149
1.2,3,6.6,155
2.4,4,8.4,197
2.4,4,9,211
3,6,10.4,242
2,4,8.8,204
2,4,9.3,216
2,4,9.2,213
3.7,6,11.1,261
3.7,6,11.5,269
3.7,6,11.5,270
3.7,6,11.8,278
2.5,4,7.5,176
3.5,6,9.1,214
2.5,4,7.8,183
5.6,8,15.4,362
2.5,4,12.2,286
2.5,4,11.4,268
4,6,12.9,304
4,6,13.8,326
4,6,13.5,317
3.8,6,12.8,300
1.6,4,8,189
1.6,4,8,188
1.6,4,8.4,199
1.6,4,8.4,197
1.6,4,8.9,209
3.5,6,9.6,225
1.6,4,7.9,186
1.6,4,7.9,185
3.5,6,9.8,230
3.5,6,9.9,232
2,4,9.4,220
3.5,6,10.2,240
3.5,6,10.7,250
3.5,6,11,258
2,4,8.1,191
2,4,9.2,216
2,4,8.4,197
2.5,4,8.2,192
2.5,4,8.6,203
1.6,4,8.2,193
1.6,4,8.3,195
1.8,4,7.3,171
1.8,4,8,187
1.6,4,8.7,205
1.6,4,8.7,204
5.6,8,13.3,312
5.6,8,13.4,315
5.6,8,14.2,333
1.6,4,7,164
1.6,4,7.7,180
3,6,9.4,221
3,6,10.1,237
3,6,9.7,227
3,6,10.3,241
3,6,9.7,226
3,6,10.4,242
3,6,9.7,228
3,6,10.4,243
3,6,9.6,225
3,6,10.4,242
3,6,9.8,230
3,6,10.5,246
3,6,9.9,232
3,6,10.4,243
3,6,9.9,231
3,6,10.5,246
3,6,9.8,228
3,6,10.5,246
3,6,10,233
3,6,10.5,246
3.8,6,11.4,266
3.8,6,11.4,267
3.8,6,11.4,266
3.8,6,11.4,267
2,4,9.4,219
2,4,9.8,229
2.5,4,9.9,230
2.5,4,10.7,249
3.6,6,11.5,268
3.6,6,12.1,281
3.6,6,12,281
3.6,6,12.6,296
4.8,8,14.2,334
4.8,8,14.2,334
2,4,9.4,219
2,4,9.8,229
2.5,4,9.9,230
2.5,4,10.7,249
2,4,10.6,248
3,6,12.2,285
3,6,12.3,287
3.6,6,12.3,287
3.6,6,11.9,280
3.6,6,17,283
5.7,8,14.8,346
5.7,8,13.6,319
3,6,10.4,278
3.6,6,12.6,294
3.6,6,18,300
5.7,8,15.4,361
5.7,8,14,328
3,6,10.8,289
2.4,4,9.9,232
6.6,12,16.7,390
6.6,12,16.7,390
6.6,12,16.7,390
6.7,12,17.1,400
6.7,12,17.1,400
6.7,12,17.1,400
6.7,12,17.1,401
6.6,12,16.1,375
0.9,3,6.7,152
2,4,8.6,200
2,4,9.7,228
2,4,8.2,193
2,4,9.2,216
2,4,9.5,223
2.5,4,8.4,196
2.5,4,9.7,228
2,4,7.5,174
2,4,8.9,208
2,4,7.5,176
2,4,9,211
2.5,4,8.3,194
2.5,4,9.5,222
3.6,6,10.3,241
2.5,4,8.4,198
2.5,4,9.8,229
3.6,6,10.5,247
2,4,11.2,255
2,4,10,235
2.5,4,12.2,285
4,6,13.3,310
4,6,13.3,310
2,4,8.7,204
2,4,9.9,232
3.5,6,9.7,226
2.5,4,8.6,199
3.5,6,9.6,224
2.5,4,5.9,137
2.5,4,6,141
1.8,4,7.5,174
1.8,4,7.5,178
1.8,4,7.5,176
1.8,4,6.9,163
1.8,4,7.2,168
1.8,4,7.5,176
1.8,4,7.9,185
3.5,6,10.3,243
3.5,6,10.6,251
3.5,6,10.6,247
3.5,6,10.4,242
3.5,6,8.3,193
1.8,4,4.5,105
1.5,4,5.1,120
1.8,4,5.8,135
2.5,4,9.2,217
2.5,4,9,210
2.5,4,9.5,222
2.5,4,9.7,226
2.5,4,7.3,170
5.7,8,16.5,380
3.5,6,10.9,255
3.5,6,11.7,274
2.7,4,11.2,263
3.5,6,11.4,268
2.7,4,11.7,274
2.7,4,11.9,279
3.5,6,12,283
3.5,6,12.8,301
3.5,6,12.9,300
4.6,8,14.2,334
5.7,8,15.3,358
4.6,8,14.9,349
5.7,8,16.2,378
1.5,4,6.6,155
1.5,4,6.8,164
1.5,4,7.4,173
1.5,4,7.2,168
1.8,4,8.5,199
1.8,4,8.4,198
1.8,4,8.6,201
1.8,4,8.5,199
3.6,6,11.8,277
1.8,4,8.2,192
1.8,4,8.1,190
2,4,8.5,199
2,4,8.5,198
2,4,9.3,216
2,4,9.4,220
1.8,4,9.4,220
1.8,4,8.2,192
1.8,4,8.3,194
1.8,4,9.4,220
1.4,4,7.4,175
1.4,4,7.2,168
1.8,4,8.2,193
2,4,8.7,205
2,4,8.9,208
1.8,4,8.7,204
3.6,6,10.4,242
2,4,10.7,256
2,4,11.1,263
3.6,6,12.2,287
2,4,8.4,198
2,4,9.4,219
2,4,8.4,198
2,4,9.4,219
2,4,9.5,221
2,4,10.3,241
2,4,9.4,220
2,4,8.7,204
2,4,9.4,219
2,4,8.4,198
2,4,9.4,219
2,4,9.5,221
2,4,10.3,241
2,4,9.4,220
2,4,8.7,204
2,4,9.4,219
2,4,9.4,221
2,4,9.2,216
2,4,10,233
2,4,10.4,244
2,4,10,232
2,4,10.2,239
2,4,10.6,249
2.4,4,8.2,192
3.5,6,11,259
3.5,6,10.7,251
3,6,9,210
3.5,6,11,261
3.5,6,10.7,250
3.5,6,8.4,196
2.4,4,8.7,205
2.4,4,8.9,209
3.5,6,9.8,228
3.5,6,10.3,240
1.8,4,8.4,197
1.8,4,8.4,197
2,4,8.7,205
2,4,9.2,217
2.9,6,11.9,280
2,4,9.6,226
2.9,6,12.4,292
4,8,11.5,271
5.2,12,13.7,322
6,12,14.1,332
6,12,14.7,346
2,4,8,188
2,4,8.7,205
2,4,9.5,223
2,4,7.6,177
2,4,8.7,203
2,4,8.7,204
2,4,9.3,217
2,4,8.7,203
2,4,8.7,204
2,4,8.7,203
2,4,8.7,203
2,4,9.2,216
3,6,10,235
3,6,10,235
3,6,10.5,247
4,8,12.4,290
4,8,12.4,290
2,4,10.1,236
2,4,10.3,240
2,4,9.6,226
2,4,11,258
3,6,11.1,260
5.2,10,13.1,304
5.2,10,14.5,338
5.2,10,14.5,338
2.5,5,10.5,248
2.9,6,11.1,260
4,8,13.7,318
2,4,9.6,223
3,6,9.9,232
3,6,9.9,232
3,6,10.2,239
3,6,9.9,232
4,8,12.8,298
4,8,12.8,298
4,8,13.4,313
3,6,11.5,270
2,4,9.1,209
2,4,9.1,209
2.5,5,10.5,245
2,4,9.5,222
6,12,15.9,370
6,12,16.6,389
6,12,16.6,389
4,8,15.1,353
6,12,16.6,389
6.8,8,17.3,405
2,4,8.4,197
2,4,9.4,219
2,4,8.9,208
2,4,8.6,202
2,4,7,184
2,4,7,184
2,4,8.9,208
2,4,8.9,208
2,4,8.9,208
3,6,7.8,183
3,6,10.3,240
3,6,9.5,223
3,6,10.5,245
3,6,10,235
2,4,9.1,214
2,4,8.9,208
2,4,8.9,208
3,6,7.8,183
3,6,10.3,240
3,6,10,235
3,6,9.5,223
3,6,10.5,245
3,6,9.5,223
2,4,8.9,208
3,6,10,236
3,6,10.5,248
3,6,10.5,248
3,6,10.3,241
4.4,8,12.4,292
4.4,8,12.2,286
4.4,8,12.4,292
4.4,8,12.4,292
4.4,8,12.1,283
4.4,8,12.4,292
3,6,10.5,245
3,6,11.4,267
3,6,9.5,222
3,6,10.9,255
3,6,9.5,222
3,6,10.7,249
3,6,9.7,227
3,6,9.7,227
3,6,11.9,280
3,6,11.6,273
3,6,12.7,299
3,6,11.9,280
3,6,11.9,280
3,6,11.6,273
4.4,8,12.1,283
4.4,8,14.7,344
4.4,8,13.8,324
4.4,8,14.7,344
4.4,8,13.8,324
4.4,8,14.7,344
4.4,8,13.8,324
6.6,12,15.1,355
2,4,9.3,217
2,4,9.5,222
2,4,9.5,223
3,6,10.3,241
2,4,10.3,240
3,6,11.4,266
3,6,9.3,246
3,6,11.5,270
4.4,8,13.5,317
4.4,8,14.6,341
3,6,11.5,270
4.4,8,13.5,317
4.4,8,14.6,341
8,16,22.2,522
3.6,6,11.2,263
3.6,6,11.8,277
1.4,4,8.3,194
1.4,4,7.9,185
1.4,4,8.9,210
1.4,4,8.3,196
2,4,10.6,248
2.5,4,10,234
3.6,6,9.7,228
2.5,4,8.1,190
3.6,6,10.1,237
2,4,9.2,217
2,4,9.6,227
3.6,6,10.7,250
2,4,9.2,216
2,4,10.3,240
3.6,6,10,234
2,4,9.5,222
3.6,6,10.5,247
3.6,6,11.9,291
3.6,6,12.6,295
2,4,9.5,224
3,6,11.2,263
3.6,6,11.1,261
2,4,9.5,224
3.6,6,10,234
2,4,9.8,229
3.6,6,10.5,247
3.6,6,12.7,311
6.2,8,14,329
6.2,8,14,329
3.6,6,10.6,250
3.6,6,11.2,263
3.6,6,11.1,260
3.6,6,11.6,272
3.6,6,12.8,302
2,4,9.4,220
2,4,10.1,235
3.6,6,10.4,246
3.6,6,11.7,274
6.2,8,11.7,273
6.2,8,12.1,284
6.2,8,15.4,361
6.2,8,14.8,348
2,4,9.3,218
2.5,4,10.8,253
2.5,4,10.7,251
2.8,4,9.6,257
3.6,6,11.7,274
2.5,4,11.3,266
2.8,4,10.4,279
3.6,6,12.2,288
2.8,4,11.7,315
3.6,6,14.1,331
6.2,8,12.7,297
6.2,8,11.9,278
6.2,8,14.3,336
6.2,8,13.4,312
1.4,4,7.1,166
1.4,4,7.4,172
1.4,4,7.2,169
1.6,4,6.5,175
1.6,4,6.3,170
1.4,4,7.3,172
1.4,4,7.5,175
1.4,4,7.5,176
1.6,4,6.6,178
1.6,4,6.7,180
1.5,4,8.3,195
1.6,4,7.4,198
1.5,4,8.9,209
1.6,4,7.4,198
2,4,9.7,228
2.5,4,9.5,224
3.6,6,10.8,254
3.6,6,14.6,245
1.5,4,7.8,181
2,4,9.1,213
1.8,4,5.1,121
4.3,6,11.8,278
4.3,6,17.1,284
5.3,8,12.7,298
5.3,8,12.7,298
5.3,8,17.1,283
5.3,8,13.1,307
6.2,8,13.8,324
5.3,8,11.8,278
4.3,6,12.5,294
4.3,6,18,296
5.3,8,13.1,307
5.3,8,13.1,307
5.3,8,18.3,309
5.3,8,13.8,324
6.2,8,14.1,331
5.3,8,13,304
1.4,4,7.8,184
1.4,4,7.4,174
1.8,4,8.3,193
1.8,4,8.1,190
1.4,4,7.8,184
1.4,4,7.4,174
1.8,4,8.3,193
1.8,4,8.1,190
1.4,4,7.1,167
1.4,4,7.1,166
5.3,8,13,305
5.3,8,13,305
5.3,8,17.2,285
5.3,8,13.3,313
5.3,8,13.3,312
5.3,8,19.3,321
5.3,8,13,305
5.3,8,13,305
5.3,8,17.2,285
5.3,8,13.2,310
5.3,8,13.2,310
5.3,8,18,299
6.2,8,13.8,325
2,4,10.5,246
3.6,6,11,258
3.6,6,11.8,276
1.4,4,8.3,194
1.4,4,8.2,194
1.4,4,8.9,210
3.6,6,10.3,242
3.6,6,10.3,242
3.6,6,14.2,234
5.7,8,12.3,289
3.6,6,11,258
3.6,6,11,258
3.6,6,15,248
3.6,6,10.9,259
3.6,6,10.6,249
3.6,6,10.3,242
5.7,8,13.1,307
6.4,8,13.9,325
5.7,8,12.3,289
6.4,8,12.9,302
3.6,6,11,258
3.6,6,11,258
3.6,6,15,248
6.4,8,13.9,325
6.4,8,12.9,302
6.2,8,14.5,339
6.2,8,14.5,339
6.2,8,15.1,352
3.6,6,11.6,271
3.6,6,11.6,271
3.6,6,16.1,268
3.6,6,10.3,242
3.6,6,10.3,242
3.6,6,14.2,234
5.7,8,12.9,302
5.7,8,12.3,289
6.4,8,12.9,302
3.6,6,11,258
3.6,6,11,258
3.6,6,15,248
5.7,8,13.3,312
6.4,8,12.9,302
6.2,8,14.5,339
3.6,6,11.3,265
5.7,8,14.1,331
6.4,8,15.6,363
3.6,6,11.8,276
3.6,6,16.7,274
2.4,4,11.1,261
3.6,6,12.1,284
3.6,6,16.4,274
3.6,6,12.4,292
1.4,4,8,187
1.4,4,7.9,185
1.4,4,8.7,202
1.4,4,7.8,182
1.4,4,8.7,202
1.4,4,7.8,182
1.4,4,9.4,221
1.4,4,8.4,197
2.4,4,9.4,220
2.4,4,9.7,226
2,4,5.9,138
1,3,8.4,195
2,4,9.3,217
2,4,9.9,233
2,4,9.9,231
3.5,6,11.5,270
2,4,10.5,246
2.7,6,12,282
3.5,6,12.4,291
1.5,4,9.1,214
2.5,4,9.7,229
2.5,4,13.3,219
1.5,4,9.6,226
2,4,10.3,241
3.5,6,12.4,291
3.5,6,13.2,311
2.3,4,10.8,254
3.5,6,12.1,283
3.5,6,16.2,269
2.3,4,11.4,267
3.5,6,13,305
3.5,6,12.7,299
3.5,6,17.3,288
2.7,6,10.6,249
2.7,6,10.8,253
2.7,6,11,258
3,6,9.5,256
3,6,9.7,260
3.3,6,11,259
3.3,6,10.9,257
3.3,6,14.9,248
3.3,6,11.2,263
3.3,6,11.2,263
3.3,6,14.9,248
3.5,6,12,282
3.5,6,12.3,288
3.5,6,12.5,293
5,8,12.4,292
5,8,12.2,286
5,8,17.4,288
5,8,13.1,308
5,8,13.1,307
5,8,17.4,288
5,8,13.8,324
5,8,13.8,323
5,8,17.4,288
2.7,6,11.3,265
2.7,6,11.8,277
2.7,6,11.6,272
3,6,10.7,288
3,6,10.7,288
3,6,9.9,266
3.3,6,11.8,277
3.3,6,11.7,273
3.3,6,15.8,263
3.3,6,12.4,291
3.3,6,12.4,291
3.3,6,15.8,262
3.5,6,12.6,295
3.5,6,12.7,297
3.5,6,13,305
5,8,13,304
5,8,13.3,311
5,8,18,300
5,8,13.8,324
5,8,13.8,324
5,8,18,300
5,8,14.2,334
5,8,14.5,339
5,8,19.5,325
3.5,6,14.5,339
1.6,4,7.6,179
1.6,4,7.8,182
1.6,4,8.2,192
3.5,6,12.7,298
3.5,6,12.9,303
3.5,6,13.7,322
1,3,7.5,176
1,3,7,164
2,4,7.7,179
2,4,8.5,200
2,4,8.3,196
2.3,4,10.8,252
2,4,9.3,219
1.5,4,8.7,203
2,4,9.6,225
2.5,4,9.5,223
2,4,10.2,238
2.7,6,11.8,277
2,4,5.6,131
3.5,6,17.1,403
2.3,4,9.4,219
2.3,4,10.1,236
2.3,4,9.5,222
2.3,4,10.3,240
5,8,12.5,291
5,8,12.8,300
2.3,4,10.2,238
2.3,4,10.3,240
5,8,13.1,305
5.2,8,14.6,341
3.5,6,14.7,345
3.7,6,15.1,354
3.5,6,11.1,260
3.5,6,15,249
3.5,6,12.5,294
3.5,6,12.4,291
3.5,6,16.3,271
2.5,4,10.4,244
2.5,4,14.3,234
2.5,4,10.7,251
2.5,4,14.7,241
3.3,6,11.9,282
3.8,6,11.7,276
5,8,13.2,312
3.3,6,11.9,279
5,8,13,306
2.5,4,10.2,239
3.6,6,11.4,268
2.5,4,10.4,243
3.6,6,11.7,275
2.5,4,10.8,253
2.5,4,10.7,251
2.8,4,9.6,257
3.6,6,11.7,274
2.5,4,11.3,266
2.8,4,10.4,279
3.6,6,12.2,288
4.3,6,11.8,278
4.3,6,17.1,284
5.3,8,12.7,298
5.3,8,12.7,298
5.3,8,17,283
5.3,8,13.1,307
6.2,8,13.8,323
5.3,8,11.8,278
4.3,6,12.5,294
4.3,6,18,296
5.3,8,13.1,307
5.3,8,13.1,307
5.3,8,18.3,309
5.3,8,13.8,324
6.2,8,14.1,331
5.3,8,13,304
1.5,4,8.6,201
1.6,4,7.4,198
1.5,4,9,210
1.6,4,7.4,198
2,4,10.2,239
5.3,8,13,305
5.3,8,13,305
5.3,8,17.2,285
5.3,8,13.2,310
5.3,8,13.2,310
5.3,8,18,299
6.2,8,13.8,325
5.3,8,13,305
5.3,8,13,305
5.3,8,17.2,285
5.3,8,13.3,313
5.3,8,13.3,312
5.3,8,19.3,321
6.2,8,14.5,340
1.5,4,7.2,168
1.5,4,7.6,177
1.5,4,7.9,185
2,4,9.2,214
2,4,9.1,211
2,4,5.1,118
1.5,4,6.8,158
1.5,4,6.8,158
2,4,7,163
2,4,7.4,173
1.5,4,7.4,173
1.5,4,6.9,162
1.5,4,7.3,170
1.5,4,7.2,167
1.5,4,7.3,170
1.5,4,7.2,167
1.5,4,6.6,153
2,4,7,163
2,4,7.4,172
1.5,4,7.4,173
2,4,9.6,224
1.5,4,7.8,181
1.5,4,8,188
1.5,4,6.5,151
1.5,4,7,166
1.5,4,7.4,174
1.8,4,7.7,180
1.8,4,7.7,180
1.8,4,8.4,195
1.8,4,8.2,194
1.8,4,8.2,194
3.5,6,10.7,252
3.5,6,10.6,247
3.5,6,11.3,266
3.5,6,11,256
3.5,6,11.3,264
1.6,4,8.1,189
1.6,4,7.4,173
1.6,4,7.3,173
1.6,4,9.4,221
2,4,7.4,174
2,4,8,188
1.6,4,8.3,194
1.6,4,9.6,226
2,4,8.4,198
2,4,8.7,205
1.6,4,4.3,102
1.6,4,4.1,96
2,4,7.9,186
1.6,4,8.6,201
2,4,8.6,202
3.3,6,11.3,265
3.3,6,11.5,269
3.3,6,12.5,295
2.4,4,10,235
2.4,4,10.7,253
2,4,11.2,264
2,4,9.1,212
2.4,4,8.5,202
2,4,5.7,135
2,4,5.6,132
2,4,9,213
1.6,4,9.3,221
2,4,10.2,241
2,4,9.7,228
3,6,10.8,253
3,6,11.1,260
3.5,6,8.5,200
2,4,10,233
3,6,10.7,251
3,6,11,259
3.7,6,11.7,274
5.6,8,12.8,301
2,4,8.5,200
2,4,9.4,221
3.5,6,10.9,257
5.6,8,15.1,354
2,4,8.1,218
2,4,9.9,227
3,6,11.8,277
2,4,9.2,215
3,6,10.4,242
3,6,12.6,296
3,6,10.8,253
3,6,12.9,302
3,6,11.3,265
2,4,9.2,215
3,6,10.4,242
3,6,12.6,296
3,6,10.8,253
3,6,12.9,302
3,6,11.3,265
5,8,13.3,311
5,8,13.3,311
2,4,6.9,186
2,4,8.5,200
3,6,10.2,238
2,4,6.9,186
2,4,8.8,207
3,6,10.4,243
3,6,11.8,276
3,6,11.9,280
5,8,13.3,313
2.4,4,9.6,225
2.4,4,13.3,218
3.2,6,10,234
2.4,4,10,235
2.4,4,10,235
2.4,4,14,231
3.2,6,10.3,241
2.4,4,10.2,239
3.2,6,11.1,259
2.4,4,10.9,256
3.2,6,11.6,269
2.4,4,9.3,218
2.4,4,9,211
2.4,4,9.5,222
2.4,4,9.4,221
3,6,10,268
3.6,6,11.3,265
5.7,8,14.1,331
6.4,8,15.7,368
6.2,8,17.7,413
2,4,10,233
3.6,6,11.8,274
3.6,6,11.8,277
2,4,10.5,245
3.6,6,11.7,275
3.6,6,12.2,285
1.4,4,8.9,209
2.4,4,9.5,222
2.4,4,9.5,222
2.4,4,12.5,206
1.4,4,8.9,211
2.4,4,9.8,230
3.6,6,12.8,299
3.6,6,12.8,298
3.6,6,13.4,313
3.6,6,13.3,312
3.3,6,10.2,237
2,4,7.1,168
2,4,8.3,198
2,4,8.3,195
1.6,4,8.7,207
2,4,8.3,197
2,4,8.7,204
3.8,6,11.8,279
5,8,13.3,317
1.6,4,4.8,114
1.6,4,4.7,110
1.6,4,5.4,129
2,4,9.4,224
2.4,4,8.4,198
2.4,4,8,190
2,4,5.6,132
1.6,4,7.5,177
1.6,4,7.5,175
3.3,6,11.6,275
3.3,6,11.4,269
3.3,6,12.5,296
2.4,4,9.9,234
2,4,11,259
2.4,4,10.5,246
3.3,6,12.2,289
3.3,6,11.4,270
